product_id,name,house,classification,severity,code,field,raw_value,normalized_value,problem,fix_in_rsupplyos,effect_on_recommendations
RASASSI-HAWAS-ICE,HAWAS ICE,RASASSI,no_apta_para_alta_confianza,high,climates_absent,fragrance.climates,[],[],No hay clima ni temporada.,fragrance.climates,La pregunta de clima no puede evaluarse: pierde 16/100 de cobertura.
RASASSI-HAWAS-ICE,HAWAS ICE,RASASSI,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
RASASSI-HAWAS-ICE,HAWAS ICE,RASASSI,no_apta_para_alta_confianza,medium,moods_absent,fragrance.moods,[],[],"No hay ningún mood (moderno, juvenil, elegante, maduro, serio…).",fragrance.moods,"La afinidad por edad se queda sin su única fuente de vocabulario (juvenil, moderno, elegante, maduro, serio)."
RASASSI-HAWAS-ICE,HAWAS ICE,RASASSI,no_apta_para_alta_confianza,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
AFNAN-9PM-NIGHT-OUT,9PM NIGHT OUT,AFNAN,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
XERJOFF-TORINO-21,TORINO 21,XERJOFF,contradictoria,high,occasions_empty_but_tagged,fragrance.occasions,[],"[""oficina"",""diario"",""social"",""cita"",""formal"",""playa""]","occasions está vacío mientras recommendation_tags / mood_tags sí describen ocasiones (oficina, diario, social, cita, formal, playa).",fragrance.occasions,"La ocasión se lee sólo como evidencia secundaria (máximo 0.55 en vez de 1.00), así que el producto compite en desventaja contra otro idéntico que sí llenó el campo."
XERJOFF-TORINO-21,TORINO 21,XERJOFF,contradictoria,medium,badge_contradicts_stock,badge vs stock,ÚLTIMAS UNIDADES / stock 47,badge ignorado,"El badge dice escasez (""ÚLTIMAS UNIDADES"") con 47 unidades en stock.",badge,"Escasez falsa. La tarjeta usa el estado real de stock, así que el badge sólo daña la credibilidad."
XERJOFF-TORINO-21,TORINO 21,XERJOFF,contradictoria,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
DOLCE-GABANNA-LIGHT-BLUE-EDT,LIGHT BLUE,DOLCE & GABANNA,sospechosa,medium,climate_values_inside_occasions,fragrance.occasions,"[""diario"",""oficina"",""social"",""verano""]","[""calido""]",El array de ocasiones contiene valores de clima (calido).,fragrance.occasions → fragrance.climates,"El normalizador los reencamina a clima para no puntuarlos como ocasión, pero el campo sigue mal en el backend."
VALENTINO-DONNA-BORN-IN-ROMA-INTENSE,DONNA BORN IN ROMA INTENSE,VALENTINO,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
CHCANEL-ALLURE-HOMME-SPORT-EAU-EXTREME,ALLURE HOMME SPORT EAU EXTREME,CHANEL,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
JEAN-PAUL-GAULTIER-LE-BEAU-NARCISSE,LE BEAU NARCISSE,JEAN PAUL GAULTIER,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
VALENTINO-BORN-IN-ROMA-PURPLE-MELANCHOLIA,BORN IN ROMA PURPLE MELANCHOLIA,VALENTINO,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
GIORGIO-ARMANI-PROFONDO-EDP,PROFONDO,GIORGIO ARMANI,sospechosa,medium,climate_values_inside_occasions,fragrance.occasions,"[""diario"",""oficina"",""social"",""verano""]","[""calido""]",El array de ocasiones contiene valores de clima (calido).,fragrance.occasions → fragrance.climates,"El normalizador los reencamina a clima para no puntuarlos como ocasión, pero el campo sigue mal en el backend."
VERSACE-EROS-FLAME,EROS FLAME,VERSACE,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
PACO-RABANNE-INVICTUS-PLATINUM,INVICTUS PLATINUM,PACO RABANNE,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
MAISON-ALHAMBRA-JEAN-LOWE-VIBE,JEAN LOWE VIBE,MAISON ALHAMBRA,contradictoria,high,gender_contradicts_description,fragrance.gender_profile vs fragrance.summary,lean_masculine,lean_masculine,"La descripción dice ""unisex"" pero gender_profile es ""lean_masculine"".",fragrance.gender_profile o fragrance.summary (uno de los dos está mal),"El badge de la tarjeta y el filtro dicen Hombre/Mujer mientras el texto dice unisex; el cliente ve una incoherencia y quien elige Unisex no la recibe como coincidencia directa."
MAISON-ALHAMBRA-JEAN-LOWE-VIBE,JEAN LOWE VIBE,MAISON ALHAMBRA,contradictoria,high,occasions_empty_but_tagged,fragrance.occasions,[],"[""diario"",""oficina"",""social""]","occasions está vacío mientras recommendation_tags / mood_tags sí describen ocasiones (diario, oficina, social).",fragrance.occasions,"La ocasión se lee sólo como evidencia secundaria (máximo 0.55 en vez de 1.00), así que el producto compite en desventaja contra otro idéntico que sí llenó el campo."
MAISON-ALHAMBRA-JEAN-LOWE-VIBE,JEAN LOWE VIBE,MAISON ALHAMBRA,contradictoria,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
MAISON-ALHAMBRA-JEAN-LOWE-AZURE,JEAN LOWE AZURE,MAISON ALHAMBRA,contradictoria,high,gender_contradicts_description,fragrance.gender_profile vs fragrance.summary,lean_masculine,lean_masculine,"La descripción dice ""unisex"" pero gender_profile es ""lean_masculine"".",fragrance.gender_profile o fragrance.summary (uno de los dos está mal),"El badge de la tarjeta y el filtro dicen Hombre/Mujer mientras el texto dice unisex; el cliente ve una incoherencia y quien elige Unisex no la recibe como coincidencia directa."
MAISON-ALHAMBRA-JEAN-LOWE-AZURE,JEAN LOWE AZURE,MAISON ALHAMBRA,contradictoria,high,occasions_empty_but_tagged,fragrance.occasions,[],"[""diario"",""oficina"",""social""]","occasions está vacío mientras recommendation_tags / mood_tags sí describen ocasiones (diario, oficina, social).",fragrance.occasions,"La ocasión se lee sólo como evidencia secundaria (máximo 0.55 en vez de 1.00), así que el producto compite en desventaja contra otro idéntico que sí llenó el campo."
MAISON-ALHAMBRA-JEAN-LOWE-AZURE,JEAN LOWE AZURE,MAISON ALHAMBRA,contradictoria,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
ARMAF-CLUB-DE-NUIT-ICONIC,CLUB DE NUIT ICONIC,ARMAF,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
CREED-MILLESIME-IMPERIAL,MILLESIME IMPERIAL,CREED,contradictoria,high,gender_contradicts_description,fragrance.gender_profile vs fragrance.summary,lean_masculine,lean_masculine,"La descripción dice ""unisex"" pero gender_profile es ""lean_masculine"".",fragrance.gender_profile o fragrance.summary (uno de los dos está mal),"El badge de la tarjeta y el filtro dicen Hombre/Mujer mientras el texto dice unisex; el cliente ve una incoherencia y quien elige Unisex no la recibe como coincidencia directa."
CREED-MILLESIME-IMPERIAL,MILLESIME IMPERIAL,CREED,contradictoria,high,occasions_empty_but_tagged,fragrance.occasions,[],"[""diario"",""oficina"",""social"",""playa""]","occasions está vacío mientras recommendation_tags / mood_tags sí describen ocasiones (diario, oficina, social, playa).",fragrance.occasions,"La ocasión se lee sólo como evidencia secundaria (máximo 0.55 en vez de 1.00), así que el producto compite en desventaja contra otro idéntico que sí llenó el campo."
CREED-MILLESIME-IMPERIAL,MILLESIME IMPERIAL,CREED,contradictoria,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
XERJOFF-ERBA-GOLD,ERBA GOLD,XERJOFF,contradictoria,high,gender_contradicts_description,fragrance.gender_profile vs fragrance.summary,lean_masculine,lean_masculine,"La descripción dice ""unisex"" pero gender_profile es ""lean_masculine"".",fragrance.gender_profile o fragrance.summary (uno de los dos está mal),"El badge de la tarjeta y el filtro dicen Hombre/Mujer mientras el texto dice unisex; el cliente ve una incoherencia y quien elige Unisex no la recibe como coincidencia directa."
XERJOFF-ERBA-GOLD,ERBA GOLD,XERJOFF,contradictoria,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
EMPORIO-ARMANI-STONGER-WITH-YOU-INTENSELY,STONGER WITH YOU INTENSELY,EMPORIO ARMANI,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
MOSCHINO-TOY-BOY,TOY BOY,MOSCHINO,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
ARMAF-ODYSSEY-AQUA,ODYSSEY AQUA,ARMAF,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
ARMAF-ODYSSEY-MANDARIN-SKY,ODYSSEY MANDARIN SKY,ARMAF,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
ARMAF-ODYSSEY-BAHAMAS,ODYSSEY BAHAMAS,ARMAF,no_apta_para_alta_confianza,high,not_sellable,variants[].stock / variants[].available,[],sin variante comprable,Ninguna variante tiene stock disponible.,variants[].stock,"Excluida de recomendaciones, de ""Más vendidos"" y del top 3 (regla dura: nunca recomendamos agotados)."
ARMAF-ODYSSEY-BAHAMAS,ODYSSEY BAHAMAS,ARMAF,no_apta_para_alta_confianza,medium,climate_values_inside_occasions,fragrance.occasions,"[""diario"",""social"",""verano"",""playa""]","[""calido""]",El array de ocasiones contiene valores de clima (calido).,fragrance.occasions → fragrance.climates,"El normalizador los reencamina a clima para no puntuarlos como ocasión, pero el campo sigue mal en el backend."
ARMAF-ODYSSEY-BAHAMAS,ODYSSEY BAHAMAS,ARMAF,no_apta_para_alta_confianza,medium,badge_on_sold_out,badge vs stock,ÚLTIMAS UNIDADES / stock 0,agotado,"El badge dice ""ÚLTIMAS UNIDADES"" en un producto agotado.",badge,"Ninguno en recomendaciones (el agotado ya está excluido), pero contradice la ficha."
ARMAF-ODYSSEY-BAHAMAS,ODYSSEY BAHAMAS,ARMAF,no_apta_para_alta_confianza,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
AFNAN-SUPREMACY-COLLECTORS-EDITION,SUPREMACY COLLECTORS EDITION,AFNAN,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
ABERCROMBIE-FITCH-FIRST-INSTINCT,FIRST INSTINCT,ABERCROMBIE & FITCH,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
RASASSI-HAWAS-VERDE-K9WD,HAWAS VERDE,RASASSI,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
RASASSI-HAWAS-VERDE-K9WD,HAWAS VERDE,RASASSI,no_apta_para_alta_confianza,critical,occasions_absent,fragrance.occasions,[],[],"No hay ninguna ocasión, ni en occasions ni en los tags.",fragrance.occasions,"La dimensión de mayor peso (26/100) queda sin cobertura, lo que baja la confianza y normalmente deja al producto fuera del top."
RASASSI-HAWAS-VERDE-K9WD,HAWAS VERDE,RASASSI,no_apta_para_alta_confianza,high,climates_absent,fragrance.climates,[],[],No hay clima ni temporada.,fragrance.climates,La pregunta de clima no puede evaluarse: pierde 16/100 de cobertura.
RASASSI-HAWAS-VERDE-K9WD,HAWAS VERDE,RASASSI,no_apta_para_alta_confianza,high,not_sellable,variants[].stock / variants[].available,[],sin variante comprable,Ninguna variante tiene stock disponible.,variants[].stock,"Excluida de recomendaciones, de ""Más vendidos"" y del top 3 (regla dura: nunca recomendamos agotados)."
RASASSI-HAWAS-VERDE-K9WD,HAWAS VERDE,RASASSI,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
RASASSI-HAWAS-VERDE-K9WD,HAWAS VERDE,RASASSI,no_apta_para_alta_confianza,medium,moods_absent,fragrance.moods,[],[],"No hay ningún mood (moderno, juvenil, elegante, maduro, serio…).",fragrance.moods,"La afinidad por edad se queda sin su única fuente de vocabulario (juvenil, moderno, elegante, maduro, serio)."
RASASSI-HAWAS-VERDE-K9WD,HAWAS VERDE,RASASSI,no_apta_para_alta_confianza,medium,badge_on_sold_out,badge vs stock,ÚLTIMAS UNIDADES / stock 0,agotado,"El badge dice ""ÚLTIMAS UNIDADES"" en un producto agotado.",badge,"Ninguno en recomendaciones (el agotado ya está excluido), pero contradice la ficha."
RASASSI-HAWAS-VERDE-K9WD,HAWAS VERDE,RASASSI,no_apta_para_alta_confianza,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
CHANEL-COCO-MADEMOISELLE-EDP,COCO MADEMOISELLE,CHANEL,sospechosa,medium,climate_values_inside_occasions,fragrance.occasions,"[""diario"",""oficina"",""escuela"",""regalo"",""calor""]","[""calido""]",El array de ocasiones contiene valores de clima (calido).,fragrance.occasions → fragrance.climates,"El normalizador los reencamina a clima para no puntuarlos como ocasión, pero el campo sigue mal en el backend."
ISSEY-MIYAKE-L-EAU-D-ISSEY-POUR-HOMME,L'EAU D'ISSEY POUR HOMME,ISSEY MIYAKE,sospechosa,medium,climate_values_inside_occasions,fragrance.occasions,"[""diario"",""oficina"",""social"",""verano""]","[""calido""]",El array de ocasiones contiene valores de clima (calido).,fragrance.occasions → fragrance.climates,"El normalizador los reencamina a clima para no puntuarlos como ocasión, pero el campo sigue mal en el backend."
ISSEY-MIYAKE-L-EAU-D-ISSEY-POUR-HOMME,L'EAU D'ISSEY POUR HOMME,ISSEY MIYAKE,sospechosa,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
FRENCH-AVENUE-AETHER-EXTRAIT,AETHER,FRENCH AVENUE,sospechosa,medium,climate_values_inside_occasions,fragrance.occasions,"[""diario"",""oficina"",""escuela"",""cita"",""calor""]","[""calido""]",El array de ocasiones contiene valores de clima (calido).,fragrance.occasions → fragrance.climates,"El normalizador los reencamina a clima para no puntuarlos como ocasión, pero el campo sigue mal en el backend."
VERSACE-DYLAN-BLUE-POUR-HOMME,DYLAN BLUE POUR HOMME,VERSACE,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
VIKTOR-ROLF-SPICEBOMB-EXTREME,SPICEBOMB EXTREME,VIKTOR & ROLF,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
LOUIS-VUITTON-L-IMMENSITE,L'IMMENSITE,LOUIS VUITTON,incompleta,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
DIOR-SAUVAGE-ELIXIR,SAUVAGE,DIOR,contradictoria,medium,office_tag_vs_extreme_projection,fragrance.occasions vs fragrance.scores.projection,"occasions incluye ""oficina"" / projection 95",contradicción,Etiquetada para oficina con una proyección extrema.,fragrance.scores.projection o fragrance.occasions,Excluida de las recomendaciones de oficina.
VALENTINO-BORN-IN-ROMA-INTENSE,BORN IN ROMA INTENSE,VALENTINO,sospechosa,high,scores_partial,fragrance.scores,3/16 claves,"longevity, beginner_friendly, blind_buy_safe","El objeto de scores existe pero le faltan 13 claves: freshness, sweetness, elegance, compliment, projection, versatility, intensity, mass_appeal, office_safe, night_out, date_night, summer, cold_weather.",fragrance.scores,Parece documentado pero no lo está: las dimensiones sin score pierden cobertura y el producto compite en desventaja sin que se note.
VALENTINO-BORN-IN-ROMA-INTENSE,BORN IN ROMA INTENSE,VALENTINO,sospechosa,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Oriental vainilla,"[""oriental"",""gourmand"",""aromatico"",""amaderado"",""especiado"",""dulce""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
VALENTINO-BORN-IN-ROMA-INTENSE,BORN IN ROMA INTENSE,VALENTINO,sospechosa,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
LATTAFA-NAJDIA-INTENSE-EDP,NAJDIA INTENSE,LATTAFA,contradictoria,medium,office_tag_vs_extreme_projection,fragrance.occasions vs fragrance.scores.projection,"occasions incluye ""oficina"" / projection 95",contradicción,Etiquetada para oficina con una proyección extrema.,fragrance.scores.projection o fragrance.occasions,Excluida de las recomendaciones de oficina.
ARIANA-GRANDE-CLOUD-EDP,CLOUD,ARIANA GRANDE,contradictoria,medium,office_tag_vs_extreme_projection,fragrance.occasions vs fragrance.scores.projection,"occasions incluye ""oficina"" / projection 92",contradicción,Etiquetada para oficina con una proyección extrema.,fragrance.scores.projection o fragrance.occasions,Excluida de las recomendaciones de oficina.
87,212 VIP BLACK,CAROLINA HERRERA,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
87,212 VIP BLACK,CAROLINA HERRERA,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Aromática fougère,"[""aromatico"",""gourmand"",""dulce"",""especiado"",""almizclado""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
87,212 VIP BLACK,CAROLINA HERRERA,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
88,BRIGHT CRYSTAL,VERSACE,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
88,BRIGHT CRYSTAL,VERSACE,no_apta_para_alta_confianza,medium,climate_values_inside_occasions,fragrance.occasions,"[""diario"",""oficina"",""escuela"",""cita"",""calor"",""regalo""]","[""calido""]",El array de ocasiones contiene valores de clima (calido).,fragrance.occasions → fragrance.climates,"El normalizador los reencamina a clima para no puntuarlos como ocasión, pero el campo sigue mal en el backend."
